Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
312,0,0,0,0,0,1.33,1.49,2.01,2.21,2.69,0,1,0,0,0,1,1,23,1,70963,0,0
319,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,1,0,0,0,0,1,1,23,1,70963,0,0
326,0,0,0,0,0,1.47,1.89,2.01,1.9,2.69,0,0,0,1,0,1,1,23,1,70963,0,0
331,1,2,1,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,23,1,70963,0,0
332,0,0,0,2,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,23,1,70963,0,0
338,0,0,0,0,0,1.4,1.89,2.02,2.21,2.59,0,0,0,0,0,1,1,23,1,70963,0,0
345,0,0,0,0,0,1.35,1.89,1.97,2.02,2.61,1,0,0,0,0,1,1,23,1,70963,0,0
359,0,0,0,0,0,1.33,1.89,2.02,2.02,2.69,0,0,0,0,0,1,1,23,1,70963,0,0
366,0,0,0,0,0,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0,1,1,23,1,70963,0,0
373,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,1,1,1,23,1,70963,0,0
376,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,23,1,70963,0,0
377,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,23,1,70963,0,0
378,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,23,1,70963,0,0
385,0,0,0,0,0,1.49,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,23,1,70963,0,0
392,0,0,0,0,0,1.47,1.89,2.02,1.94,2.7,0,1,0,1,0,1,1,23,1,70963,0,0
399,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,23,1,70963,0,0
406,0,0,0,0,0,1.33,1.89,2.02,2.07,2.67,0,0,0,0,0,1,1,23,1,70963,0,0
411,0,0,0,0,0,1.33,1.89,2.02,2.21,2.66,0,0,0,0,0,1,1,23,1,70963,0,0
425,0,0,0,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1,1,1,23,1,70963,0,0
432,0,0,0,0,0,1.41,1.57,2.02,2.04,2.66,0,0,0,0,0,1,1,23,1,70963,0,0
437,1,3,2,0,0,1.44,1.57,2.02,2.18,2.71,0,0,0,0,0,1,1,23,1,70963,0,0
443,0,0,0,3,1,1.47,1.77,2.02,2.18,2.64,0,0,0,0,0,1,1,23,1,70963,0,0
444,1,1,2,0,0,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,1,1,23,1,70963,0,0
453,0,0,0,1,1,1.41,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,23,1,70963,0,0
457,0,0,0,0,0,1.48,1.57,2.02,2.21,2.7,0,0,0,0,0,1,1,23,1,70963,0,0
460,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,1,1,23,1,70963,0,0
467,0,0,0,0,0,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0,1,1,23,1,70963,0,0
476,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0,1,1,23,1,70963,0,0
479,0,0,0,0,0,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0,1,1,23,1,70963,0,0
488,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,23,1,70963,0,0
495,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,23,1,70963,0,0
499,0,0,0,0,0,1.19,1.57,2.06,2.21,2.58,1,0,0,0,1,1,1,23,1,70963,0,0
503,1,5,3,0,0,1.21,1.89,2.07,2.21,2.47,1,0,0,0,1,1,1,23,1,70963,0,0
507,0,0,0,5,1,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0,1,1,23,1,70963,0,0
514,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0,1,1,23,1,70963,0,0
521,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,23,1,70963,0,0
525,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,23,1,70963,0,0
529,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,23,1,70963,0,0
533,0,0,0,0,0,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,1,1,23,1,70963,0,0
547,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,23,1,70963,0,0
559,0,0,0,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,1,1,23,1,70963,0,0
566,0,0,0,0,0,1.48,1.89,2.07,2.26,2.39,0,0,0,0,0,1,1,23,1,70963,0,0
573,0,0,0,0,0,1.14,1.89,2.01,2.26,2.53,1,0,0,0,0,1,1,23,1,70963,0,0
580,0,0,0,0,0,1.39,1.57,2.01,2.24,2.73,0,1,0,0,0,1,1,23,1,70963,0,0
589,0,0,0,0,0,1.26,1.89,2.06,2.19,2.4,0,0,0,1,0,1,1,23,1,70963,0,0
594,0,0,0,0,0,1.51,1.83,2.06,2.24,2.39,0,1,0,0,0,1,1,23,1,70963,0,0
601,0,0,0,0,0,1.33,1.81,2.06,2.24,2.77,0,0,0,0,0,1,1,23,1,70963,0,0
606,0,0,0,0,0,1.41,1.87,2.06,2.24,2.77,0,0,0,0,0,1,1,23,1,70963,0,0
615,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,1,1,23,1,70963,0,0
621,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,1,1,23,1,70963,0,0
626,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,1,0,0,1,1,23,1,70963,0,0
635,1,2,2,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0,1,1,23,1,70963,0,0
641,0,0,0,2,1,1.5,1.85,2.06,2.24,2.79,1,1,0,0,0,1,1,23,1,70963,0,0
653,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,1,1,0,0,0,1,1,23,1,70963,0,0
660,0,0,0,0,0,1.37,1.86,2.06,2.24,2.79,1,1,0,0,0,1,1,23,1,70963,0,0
664,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,0,0,0,0,0,1,1,23,1,70963,0,0
667,0,0,0,0,0,1.41,1.86,2.06,2.24,2.76,0,0,0,0,0,1,1,23,1,70963,0,0
674,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,1,1,23,1,70963,0,0
675,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,1,1,23,1,70963,0,0
684,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,0,0,0,0,1,1,23,1,70963,0,0
693,0,0,0,0,0,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0,1,1,23,1,70963,0,0
700,0,0,0,0,0,1.42,1.85,1.99,2.24,2.76,0,0,1,0,0,1,1,23,1,70963,0,0
708,0,0,0,0,0,1.37,1.84,2.06,2.24,2.8,0,0,0,0,0,1,1,23,1,70963,0,0
714,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0,1,1,23,1,70963,0,0
721,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,23,1,70963,0,0
1,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,0,0,52,1,159716,1,2
5,0,0,0,0,0,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
8,0,0,0,0,0,1.51,1.89,1.95,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
11,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
16,0,0,0,0,0,1.52,1.89,1.98,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
22,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
25,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
27,1,5,2,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
31,1,5,1,5,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
36,0,0,0,5,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
40,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0,0,0,52,1,159716,1,2
43,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,0,0,52,1,159716,1,2
50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0,0,0,52,1,159716,1,2
54,0,0,0,0,0,1.35,1.87,1.93,2.09,2.67,1,0,1,0,0,0,0,52,1,159716,1,2
57,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,0,0,0,0,0,52,1,159716,1,2
64,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
66,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0,0,0,52,1,159716,1,2
83,0,0,0,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,0,0,52,1,159716,1,2
87,0,0,0,0,0,1.39,1.9,1.95,1.98,2.43,0,0,0,0,0,0,0,52,1,159716,1,2
93,0,0,0,0,0,1.39,1.58,1.99,2.12,2.34,0,0,0,0,0,0,0,52,1,159716,1,2
94,0,0,0,0,0,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0,0,0,52,1,159716,1,2
95,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
98,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
105,1,5,1,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,0,0,52,1,159716,1,2
106,0,0,0,5,1,1.47,1.9,1.95,2.16,2.67,0,0,0,1,0,0,0,52,1,159716,1,2
110,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,0,0,52,1,159716,1,2
113,0,0,0,0,0,1.47,1.86,1.99,1.96,2.67,0,1,0,0,0,0,0,52,1,159716,1,2
124,0,0,0,0,0,1.39,1.84,1.97,2.16,2.67,1,1,0,0,0,0,0,52,1,159716,1,2
130,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,0,0,52,1,159716,1,2
143,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,1,0,0,0,0,0,52,1,159716,1,2
149,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,0,0,52,1,159716,1,2
152,0,0,0,0,0,1.39,1.9,1.94,2.16,2.51,1,0,0,0,0,0,0,52,1,159716,1,2
157,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,52,1,159716,1,2
158,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,52,1,159716,1,2
160,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,52,1,159716,1,2
161,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,52,1,159716,1,2
169,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,0,0,52,1,159716,1,2
173,0,0,0,0,0,1.49,1.5,1.97,2.16,2.49,0,1,0,0,0,0,0,52,1,159716,1,2
174,0,0,0,0,0,1.49,1.5,1.97,2.16,2.54,0,1,0,0,0,0,0,52,1,159716,1,2
178,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,1,0,0,52,1,159716,1,2
183,0,0,0,0,0,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1,0,0,52,1,159716,1,2
189,0,0,0,0,0,1.35,1.88,1.97,2.16,2.11,0,0,0,0,0,0,0,52,1,159716,1,2
192,0,0,0,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0,0,0,52,1,159716,1,2
194,1,4,2,0,0,1.35,1.56,1.99,2.16,2.49,0,1,0,0,0,0,0,52,1,159716,1,2
196,1,5,3,4,1,1.35,1.57,1.95,2.16,2.66,0,1,0,0,0,0,0,52,1,159716,1,2
200,0,0,0,5,1,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
209,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0,0,0,52,1,159716,1,2
211,1,5,3,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0,0,0,52,1,159716,1,2
216,0,0,0,5,1,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
218,1,5,3,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0,0,0,52,1,159716,1,2
224,1,5,3,5,1,1.27,1.52,1.95,1.97,2.67,0,1,0,1,0,0,0,52,1,159716,1,2
235,1,5,2,5,1,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,0,0,52,1,159716,1,2
246,1,5,3,5,1,1.46,1.89,1.99,2.15,2.65,0,0,0,0,0,0,0,52,1,159716,1,2
247,1,5,1,5,1,1.46,1.89,1.99,2.15,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
252,1,5,3,5,1,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,0,0,52,1,159716,1,2
257,1,5,2,5,1,1.46,1.57,2.0,2.16,2.64,0,1,0,0,0,0,0,52,1,159716,1,2
259,1,5,3,5,1,1.49,1.57,2.0,2.16,2.64,0,1,0,0,0,0,0,52,1,159716,1,2
262,1,5,1,5,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,0,52,1,159716,1,2
268,0,0,0,5,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,0,52,1,159716,1,2
271,1,5,2,0,0,1.37,1.27,1.96,2.16,2.67,1,0,0,0,0,0,0,52,1,159716,1,2
274,1,5,1,5,1,1.4,1.89,1.96,2.16,2.64,1,0,0,0,0,0,0,52,1,159716,1,2
276,1,5,3,5,1,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0,0,0,52,1,159716,1,2
281,1,5,2,5,1,1.37,1.89,1.94,2.14,2.64,0,0,0,0,0,0,0,52,1,159716,1,2
283,0,0,0,5,1,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0,0,0,52,1,159716,1,2
286,1,5,2,0,0,1.49,1.89,2.0,2.15,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
292,1,5,3,5,1,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,0,0,52,1,159716,1,2
293,1,5,1,5,1,1.48,1.89,2.01,2.18,2.7,0,0,0,0,0,0,0,52,1,159716,1,2
298,0,0,0,5,1,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,0,0,52,1,159716,1,2
306,1,5,1,0,0,1.34,1.89,1.97,2.03,2.7,1,0,0,1,0,0,0,52,1,159716,1,2
314,0,0,0,5,1,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0,0,0,52,1,159716,1,2
319,1,5,1,0,0,1.33,1.89,1.98,2.21,2.7,1,0,0,0,0,0,0,52,1,159716,1,2
327,1,5,1,5,1,1.47,1.89,2.01,1.9,2.71,0,0,0,1,0,0,0,52,1,159716,1,2
331,0,0,0,5,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,0,0,52,1,159716,1,2
332,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,0,0,52,1,159716,1,2
339,1,5,2,0,0,1.4,1.89,2.02,2.21,2.59,0,1,0,0,0,0,0,52,1,159716,1,2
346,1,5,2,5,1,1.35,1.89,1.97,2.02,2.61,1,0,0,0,0,0,0,52,1,159716,1,2
354,0,0,0,5,1,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0,0,0,52,1,159716,1,2
361,0,0,0,0,0,1.33,1.89,2.02,2.2,2.68,0,0,0,0,0,0,0,52,1,159716,1,2
368,0,0,0,0,0,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0,0,0,52,1,159716,1,2
372,0,0,0,0,0,1.21,1.53,2.02,2.21,2.69,1,0,0,0,0,0,0,52,1,159716,1,2
375,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,52,1,159716,1,2
376,1,5,1,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,52,1,159716,1,2
377,0,0,0,5,1,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,52,1,159716,1,2
387,0,0,0,0,0,1.49,1.89,2.02,2.21,2.69,0,0,0,0,0,0,0,52,1,159716,1,2
395,0,0,0,0,0,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0,0,0,52,1,159716,1,2
401,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,0,0,0,0,52,1,159716,1,2
408,0,0,0,0,0,1.33,1.89,2.02,2.21,2.68,0,0,0,0,0,0,0,52,1,159716,1,2
415,0,0,0,0,0,1.34,1.89,2.02,2.21,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,0,0,52,1,159716,1,2
427,0,0,0,0,0,1.34,1.57,2.02,1.98,2.65,0,1,0,1,0,0,0,52,1,159716,1,2
434,0,0,0,0,0,1.38,1.57,2.02,2.04,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
441,0,0,0,0,0,1.47,1.77,2.02,2.18,2.64,0,1,0,0,0,0,0,52,1,159716,1,2
444,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,0,0,52,1,159716,1,2
454,0,0,0,0,0,1.48,1.69,2.02,2.21,2.7,0,0,0,0,0,0,0,52,1,159716,1,2
462,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0,0,0,52,1,159716,1,2
469,0,0,0,0,0,1.28,1.36,2.02,2.21,2.7,0,1,0,0,0,0,0,52,1,159716,1,2
476,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0,0,0,52,1,159716,1,2
479,0,0,0,0,0,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0,0,0,52,1,159716,1,2
484,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,0,0,0,0,0,0,0,52,1,159716,1,2
489,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,0,0,52,1,159716,1,2
495,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,0,0,52,1,159716,1,2
501,0,0,0,0,0,1.21,1.89,2.07,2.21,2.53,1,0,0,0,1,0,0,52,1,159716,1,2
505,0,0,0,0,0,1.21,1.89,2.07,2.21,2.49,0,0,0,0,0,0,0,52,1,159716,1,2
516,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0,0,0,52,1,159716,1,2
519,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0,0,0,52,1,159716,1,2
525,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,52,1,159716,1,2
527,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,52,1,159716,1,2
531,0,0,0,0,0,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
535,0,0,0,0,0,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,0,0,52,1,159716,1,2
542,0,0,0,0,0,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,0,0,52,1,159716,1,2
547,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,52,1,159716,1,2
558,1,5,3,0,0,1.35,1.89,2.07,2.26,2.62,0,1,0,0,0,0,0,52,1,159716,1,2
561,1,5,4,5,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,0,0,52,1,159716,1,2
568,0,0,0,5,1,1.48,1.89,2.07,2.26,2.38,0,0,0,0,0,0,0,52,1,159716,1,2
575,0,0,0,0,0,1.14,1.89,2.01,2.24,2.73,1,0,0,0,0,0,0,52,1,159716,1,2
582,0,0,0,0,0,1.34,1.57,2.01,2.24,2.72,0,1,0,0,0,0,0,52,1,159716,1,2
589,0,0,0,0,0,1.26,1.89,2.06,2.19,2.4,0,0,0,1,0,0,0,52,1,159716,1,2
595,0,0,0,0,0,1.35,1.83,2.06,2.24,2.59,1,1,0,0,0,0,0,52,1,159716,1,2
599,0,0,0,0,0,1.39,1.83,2.06,2.24,2.77,0,0,0,0,0,0,0,52,1,159716,1,2
604,0,0,0,0,0,1.41,1.81,2.06,2.24,2.79,0,0,0,0,0,0,0,52,1,159716,1,2
610,0,0,0,0,0,1.26,1.89,2.11,2.24,2.73,1,0,0,0,0,0,0,52,1,159716,1,2
615,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,0,0,52,1,159716,1,2
625,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,0,0,52,1,159716,1,2
634,0,0,0,0,0,1.31,1.56,2.0,2.24,2.79,0,1,1,0,0,0,0,52,1,159716,1,2
641,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,1,0,0,0,0,0,52,1,159716,1,2
643,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,1,0,0,0,0,0,52,1,159716,1,2
649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,0,0,52,1,159716,1,2
658,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,0,0,0,0,0,0,0,52,1,159716,1,2
663,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,1,1,0,0,0,0,0,52,1,159716,1,2
669,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0,0,0,52,1,159716,1,2
672,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0,0,0,52,1,159716,1,2
674,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,0,0,52,1,159716,1,2
676,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,0,0,52,1,159716,1,2
688,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,0,0,0,0,0,0,52,1,159716,1,2
695,0,0,0,0,0,1.42,1.51,1.97,2.24,2.78,0,1,1,0,0,0,0,52,1,159716,1,2
698,1,5,2,0,0,1.42,1.51,1.97,2.24,2.77,0,0,0,0,0,0,0,52,1,159716,1,2
703,0,0,0,5,1,1.41,1.85,2.01,2.24,2.79,0,0,1,0,0,0,0,52,1,159716,1,2
709,0,0,0,0,0,1.36,1.84,2.09,2.24,2.8,0,0,0,0,0,0,0,52,1,159716,1,2
716,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0,0,0,52,1,159716,1,2
723,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,0,0,52,1,159716,1,2
1,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,1,1,24,1,115879,1,1
9,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,24,1,115879,1,1
12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,24,1,115879,1,1
19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,24,1,115879,1,1
21,0,0,0,0,0,1.52,1.9,1.99,2.09,2.66,0,0,0,0,0,1,1,24,1,115879,1,1
29,1,2,2,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
30,0,0,0,2,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
35,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
41,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,1,1,24,1,115879,1,1
45,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,0,1,0,0,1,1,24,1,115879,1,1
50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0,1,1,24,1,115879,1,1
56,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,1,1,1,24,1,115879,1,1
61,0,0,0,0,0,1.39,1.89,1.87,2.12,2.62,1,0,0,0,0,1,1,24,1,115879,1,1
63,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
67,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
75,0,0,0,0,0,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0,1,1,24,1,115879,1,1
82,0,0,0,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,1,1,24,1,115879,1,1
90,0,0,0,0,0,1.39,1.58,1.99,2.12,2.55,0,1,0,0,0,1,1,24,1,115879,1,1
96,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,1,1,24,1,115879,1,1
108,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,1,1,24,1,115879,1,1
113,0,0,0,0,0,1.47,1.86,1.99,1.96,2.67,0,1,0,0,0,1,1,24,1,115879,1,1
117,1,2,3,0,0,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0,1,1,24,1,115879,1,1
122,0,0,0,2,1,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0,1,1,24,1,115879,1,1
126,0,0,0,0,0,1.23,1.84,1.93,2.16,2.67,1,0,0,0,0,1,1,24,1,115879,1,1
129,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,1,24,1,115879,1,1
133,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,1,24,1,115879,1,1
137,1,1,3,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0,1,1,24,1,115879,1,1
141,1,2,3,1,1,1.21,1.35,1.99,2.16,2.68,1,1,0,0,0,1,1,24,1,115879,1,1
148,0,0,0,2,1,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,1,1,24,1,115879,1,1
151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,1,1,24,1,115879,1,1
155,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,24,1,115879,1,1
156,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,24,1,115879,1,1
160,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,24,1,115879,1,1
161,1,2,5,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,24,1,115879,1,1
167,0,0,0,2,1,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,1,1,24,1,115879,1,1
174,0,0,0,0,0,1.49,1.5,1.97,2.16,2.54,0,1,0,0,0,1,1,24,1,115879,1,1
180,0,0,0,0,0,1.46,1.88,1.97,1.89,2.45,1,0,0,1,1,1,1,24,1,115879,1,1
